1465397,921971,HOTEL
1403936,9859937,SALON
3574836,5104874,SALON
6078076,9478135,BANK
1886922,9017839,PARK
5664027,5671337,GYM
3300871,5078271,RESTAURANT
1709711,798340,LIBRARY
9361352,6520932,LIBRARY
6992253,9529428,SALON
8500700,1613467,ZOO
7948897,9686723,PARK
6613517,4922000,RESTAURANT
1501471,7445892,HOSPITAL
4004810,3794929,SCHOOL
6738179,5265031,ZOO
8566951,7158130,ATM
561121,8478766,UNIVERSITY
7594034,3460471,GYM
7629744,3538498,HOSPITAL
3067561,1449937,MUSEUM
5830828,1159262,LIBRARY
4282536,2596661,SUPERMARKET
2414729,6784983,SUPERMARKET
5020852,8161245,UNIVERSITY
8830335,6571281,HOTEL
3962500,5664062,SCHOOL
378881,5355142,MUSEUM
3827853,9697659,LIBRARY
4937256,235318,UNIVERSITY
626832,1990089,SALON
5292383,146171,MUSEUM
1054430,5690535,LIBRARY
3745435,546249,RESTAURANT
3373910,4891745,GYM
9496682,8320892,PARK
7772436,1188346,SUPERMARKET
2361576,2078612,SALON
7303949,2930879,MUSEUM
9911976,6725174,BANK
8204891,7893076,LIBRARY
5707855,2850315,SALON
5638695,9004225,ZOO
5976903,4944683,PARK
63424,197915,PARK
7114486,1148620,GYM
2386562,3392252,LIBRARY
1919013,4811329,UNIVERSITY
3168491,5312810,LIBRARY
7096771,7729849,LIBRARY
4832562,1528180,GYM
7598323,7647858,SALON
5293056,7623886,MUSEUM
1845197,6910650,PHARMACY
7334000,8710132,RESTAURANT
740348,7370644,UNIVERSITY
9581211,9470322,HOSPITAL
7253236,4017435,PHARMACY
2711296,3634718,HOTEL
4087756,8966618,SUPERMARKET
2909026,9742192,LIBRARY
2827526,5674059,ZOO
5841392,8318952,ZOO
4351132,1755145,MUSEUM
7788853,8822227,SCHOOL
5822373,4509384,PARK
5771679,1415900,ATM
241295,1160258,SUPERMARKET
1462349,6673074,SCHOOL
5263712,708307,HOSPITAL
4534601,8010747,SALON
1306501,7528000,RESTAURANT
4310401,7729973,MUSEUM
5426230,7166914,ZOO
7624570,9586282,LIBRARY
4334887,4976162,HOTEL
3363682,5431297,SALON
3774019,343845,LIBRARY
788138,5769556,GYM
1736432,670308,SCHOOL
9048610,9273258,UNIVERSITY
5651286,658447,HOTEL
4516463,9480673,PHARMACY
9033950,2852594,ZOO
9242137,8929853,ATM
728500,3589372,SALON
1297363,9579353,ZOO
6882236,5685727,ZOO
4298218,9386612,BANK
7271798,55251,LIBRARY
4720076,4652001,ATM
9986198,224187,HOTEL
4284491,9347967,ZOO
5774851,2348306,PARK
4875857,2119895,RESTAURANT
2891328,2620939,MUSEUM
7750122,8297843,SALON
6947123,1765393,PARK
6367889,9165012,HOTEL
9183755,7550298,ATM
2338035,8282203,HOSPITAL
9159560,2728168,HOSPITAL
495688,5986886,ATM
4412557,7133301,SALON
12215,6184800,ATM
5942289,7916018,SCHOOL
5067827,3262512,UNIVERSITY
588692,9254204,MUSEUM
6376559,4225821,SCHOOL
2290278,2294524,LIBRARY
6429994,414216,SALON
1262767,176412,MUSEUM
1471782,4921099,MUSEUM
5217858,2876543,HOTEL
470484,6294324,BANK
8710881,1184161,SUPERMARKET
3838141,3070350,RESTAURANT
7129417,8476944,MUSEUM
6392445,2132136,GYM
9604972,4671664,ZOO
5326609,4326691,SCHOOL
3611103,7354082,LIBRARY
8999052,458536,ZOO
6046781,5567706,PARK
8689728,9779887,ATM
7377962,7433067,ATM
5863449,1613086,PARK
1981314,6538580,SUPERMARKET
7408017,1829869,BANK
3318061,9380010,RESTAURANT
367908,3861279,MUSEUM
3921869,4924811,UNIVERSITY
5610361,1975675,HOSPITAL
2238216,7799184,GYM
8635368,5823880,SALON
9263979,4540253,SUPERMARKET
1509186,9922314,UNIVERSITY
328280,3068420,PHARMACY
1374294,8147640,SCHOOL
7902797,1255530,PHARMACY
1622479,9832488,SALON
4044848,1275273,ZOO
5877670,6744945,GYM
3298074,5404049,SCHOOL
9254019,7617716,UNIVERSITY
6730425,6179075,UNIVERSITY
214287,7397463,RESTAURANT
7478744,7324927,HOTEL
40136,4534373,HOTEL
4094197,9000224,LIBRARY
9518495,4308365,PARK
3774398,5708777,SCHOOL
674100,7956607,PARK
4642451,5605082,PARK
8838062,6152175,SUPERMARKET
189344,8815330,PHARMACY
844366,7441436,ZOO
5405174,1358624,MUSEUM
6791796,2196473,RESTAURANT
9265021,4562640,MUSEUM
698358,1407515,LIBRARY
5801040,6321565,UNIVERSITY
3083202,6254266,GYM
4888496,7086977,BANK
112107,3100464,ZOO
6422365,9877785,HOTEL
9718998,9348477,HOTEL
2769977,2962915,PARK
7705583,6563471,GYM
5328583,4075908,MUSEUM
1947472,8987646,SALON
4374064,9731928,PARK
1270926,7238718,HOSPITAL
1410077,2372506,GYM
8941514,6885708,HOTEL
7274830,4085039,HOTEL
8630788,3122686,GYM
7033720,2002344,SUPERMARKET
7599116,4302024,ZOO
1143455,3978167,ATM
8640964,421598,UNIVERSITY
80562,5005557,SALON
2821092,3507266,LIBRARY
2166224,5784950,GYM
9417373,9538789,MUSEUM
6772684,2875461,ATM
6965916,4188595,BANK
3220377,6039296,MUSEUM
724224,1647458,UNIVERSITY
5621604,8858367,PHARMACY
3868941,4285603,PHARMACY
3398223,7935820,HOTEL
4385498,9493782,MUSEUM
5079799,9649502,HOTEL
100257,7767388,HOSPITAL
7841127,810024,BANK
6509204,5204524,SALON
9766606,4774123,SALON
722273,6758821,SUPERMARKET
2097522,5849659,SALON
9084620,2766603,BANK
7710845,7635291,PARK
9248639,2664572,ZOO
77745,1120242,RESTAURANT
6574331,8096625,LIBRARY
6052858,9127524,PARK
1129685,4300332,SALON
4481634,4935942,UNIVERSITY
1630152,3804999,HOSPITAL
1248890,3060386,ATM
1208067,7644996,ZOO
6898422,3558106,ZOO
7544726,1920793,ZOO
4382985,929401,LIBRARY
7296474,4974269,GYM
1885053,8665755,ZOO
7621293,9581639,UNIVERSITY
2651247,7545667,SALON
7917048,4801157,BANK
9926978,9362916,ZOO
9159096,5687791,HOSPITAL
7397435,5141905,SUPERMARKET
642333,7614483,ZOO
8143359,2487724,LIBRARY
8554419,5479169,HOSPITAL
3927094,9801044,ZOO
847714,9319884,ATM
9247857,7390402,HOTEL
3230931,1037301,ZOO
5693685,8715851,BANK
6066758,5730330,SUPERMARKET
6155059,1371868,PHARMACY
8355616,6057100,PARK
1602536,7215482,GYM
562828,5041374,ATM
3736286,2330327,BANK
4762789,8674642,SCHOOL
4728586,9781180,HOSPITAL
6596809,5819517,LIBRARY
8724681,8128163,LIBRARY
4652238,4464184,SUPERMARKET
1414061,9207420,SUPERMARKET
1431042,5646348,HOTEL
1400293,982978,PHARMACY
7609432,6936021,HOSPITAL
1205609,9352202,PARK
6333562,3881889,LIBRARY
7071292,6127223,SUPERMARKET
2981225,6102720,HOSPITAL
2884905,1037840,ZOO
1797138,6587839,GYM
7411086,3958148,ATM
683976,5326227,PARK
7685851,9309355,HOSPITAL
3118929,3532774,BANK
5442577,627860,BANK
3550895,2508807,BANK
7182650,4484510,SCHOOL
5130380,2000317,LIBRARY
9144268,774464,GYM
9880260,4124847,HOSPITAL
380865,8248234,ATM
3568424,8685284,SUPERMARKET
7117976,1745077,GYM
1630895,1789915,PHARMACY
8935735,357634,GYM
5289858,2233699,ZOO
90939,8924155,SUPERMARKET
8759885,6421138,SALON
3851354,7035746,UNIVERSITY
4123768,3439025,HOTEL
378920,2433112,HOSPITAL
5992331,8275635,ATM
1428017,9037767,SCHOOL
9182474,5860842,ATM
7199455,4207836,UNIVERSITY
137174,8748594,PHARMACY
8812793,6438082,HOSPITAL
8141857,8617752,ZOO
9901798,9064319,RESTAURANT
8025142,3785331,ZOO
5404724,5150189,SUPERMARKET
4092792,860196,ZOO
1917290,6024557,ZOO
5221123,9144781,GYM
9061330,1019272,MUSEUM
1669023,1399522,ZOO
9655038,9049706,BANK
4524471,7245478,HOTEL
5869061,1495077,LIBRARY
6893093,8648511,HOTEL
1309941,2679257,SUPERMARKET
3022058,5906349,LIBRARY
2119597,8353158,MUSEUM
790870,6939408,HOSPITAL
7332454,1071455,SUPERMARKET
5610468,8988481,BANK
7321956,9677712,PARK
3132971,6110336,RESTAURANT
5049028,4283820,PARK
7524181,233061,BANK
3796655,7798369,SALON
5187912,3668125,RESTAURANT
5602977,3783522,RESTAURANT
2394665,4950629,SCHOOL
6094154,9450116,ZOO
7750183,5395719,UNIVERSITY
8550534,8469015,MUSEUM
8827007,9530641,ZOO
766999,5419597,UNIVERSITY
9425242,7090622,HOTEL
3506552,3774206,LIBRARY
9674047,4782876,SALON
9425066,6204488,LIBRARY
3683318,8773264,LIBRARY
3149457,8655019,HOSPITAL
6872659,8375193,SALON
4788092,6524243,UNIVERSITY
5952659,3088676,ZOO
4366656,5690491,LIBRARY
5586166,6886809,GYM
477747,370387,UNIVERSITY
2680313,3650862,ZOO
3046568,5493913,ZOO
2567473,1358956,UNIVERSITY
3992851,5506188,PARK
58846,5752632,ATM
6025882,6175014,HOTEL
178541,1119611,RESTAURANT
2685067,687506,SCHOOL
8040146,6109073,PARK
7357111,964473,MUSEUM
6435113,7284807,BANK
1924838,2220516,GYM
6128067,1369949,LIBRARY
1775789,8989453,UNIVERSITY
4216404,6310666,SALON
6910484,4800032,PARK
8858661,9866816,ATM
5238420,3918720,SALON
8881215,5819887,RESTAURANT
7812124,2537944,PARK
8941490,2910384,RESTAURANT
97261,1524032,HOTEL
494513,1824503,SALON
7738153,4073483,SUPERMARKET
7122392,4163038,PHARMACY
1303614,9410249,SUPERMARKET
6059174,5268465,BANK
2654775,5756345,RESTAURANT
5148089,9085257,MUSEUM
4820822,5272466,GYM
3608729,5876766,BANK
619872,3923862,SALON
2510292,3623912,HOSPITAL
6914849,1710734,MUSEUM
5093125,5669864,SUPERMARKET
1271759,9781479,SALON
5131978,5323770,SALON
4854063,6581974,LIBRARY
5483251,7638597,PHARMACY
808649,1893490,SCHOOL
8127427,106227,PHARMACY
9645391,3297516,PARK
9617205,4057013,PHARMACY
550235,2670871,GYM
3673335,7274509,SALON
8157002,769571,BANK
7972410,252125,SCHOOL
5680427,102917,HOTEL
5403856,1941233,HOSPITAL
8528454,1818787,GYM
6493441,3781063,PHARMACY
2453607,218895,PARK
9362357,4233353,GYM
5955777,9977746,GYM
2751160,3477823,SUPERMARKET
7095500,4887716,SCHOOL
954859,9360619,SUPERMARKET
6283439,2447700,HOSPITAL
9786598,3888979,UNIVERSITY
1322333,2243301,UNIVERSITY
9349533,8161516,SUPERMARKET
9289401,966395,SCHOOL
7901003,2051183,MUSEUM
2395689,1418713,PHARMACY
4635523,4990279,RESTAURANT
9857307,4711362,ATM
4943954,7599772,MUSEUM
7038655,931140,SCHOOL
7077799,4866800,SALON
7647522,5296572,RESTAURANT
4466596,6359643,HOSPITAL
7909688,4184606,ZOO
9307722,934658,SALON
5708743,2098707,UNIVERSITY
4912869,8902315,ATM
9019625,5531687,MUSEUM
3203182,2606154,HOSPITAL
7667315,8900466,RESTAURANT
882052,9585564,HOTEL
6631212,9931168,SUPERMARKET
7597045,9337461,SALON
4333272,3141004,HOSPITAL
1117875,9992469,ZOO
4672594,6394653,ZOO
2727535,7281253,BANK
4724849,1012798,LIBRARY
7105919,7577138,SCHOOL
5636527,5123198,LIBRARY
4218618,6691219,SALON
2095006,1049817,PHARMACY
1664001,1049147,ZOO
4730314,6993284,PARK
2381514,971177,PHARMACY
7990503,398467,LIBRARY
4998969,9800778,UNIVERSITY
9604520,5978248,GYM
3212881,6353064,PARK
4293844,8036675,MUSEUM
327940,9518724,LIBRARY
4720445,8772302,SUPERMARKET
2096640,9849656,RESTAURANT
8745838,9226659,SUPERMARKET
3039404,9441017,ZOO
6486646,4795393,HOSPITAL
1841332,1977370,RESTAURANT
1128796,7937400,MUSEUM
6833317,2848035,HOSPITAL
6716525,7576512,HOSPITAL
758190,9446149,UNIVERSITY
8969285,1734101,PHARMACY
1283201,4128653,MUSEUM
4611293,1186261,HOTEL
8040490,7318357,HOSPITAL
3616711,4394390,SCHOOL
4877398,2783011,SCHOOL
6295214,2843243,LIBRARY
1249888,7081041,LIBRARY
4093715,5530896,LIBRARY
8879114,6216710,MUSEUM
5648260,1600753,ZOO
6948914,9976086,RESTAURANT
4489697,6860861,SALON
8544676,4721125,SCHOOL
5122881,7443285,ZOO
6597916,5418305,HOTEL
7356916,48199,HOTEL
1869545,3882586,SALON
7392526,5839119,MUSEUM
4247014,3161867,PHARMACY
4038811,33312,SCHOOL
5536028,3671377,RESTAURANT
6721842,2016314,MUSEUM
973806,9281657,ATM
615383,2044202,GYM
1890267,5548426,ZOO
4422790,5215962,HOSPITAL
7506198,3443129,RESTAURANT
1872295,3699334,ZOO
9992091,9448128,ZOO
3252877,7885235,PHARMACY
2469079,9047824,MUSEUM
7242601,6593156,ATM
9680201,5929205,HOTEL
7397417,6934346,MUSEUM
9768041,2872184,SCHOOL
1428447,1283758,GYM
1933574,4368717,SUPERMARKET
2967408,4446596,UNIVERSITY
2989590,8812111,SALON
8551898,1894649,SALON
5014789,9365279,SCHOOL
2249380,9419745,HOTEL
974499,8047409,SALON
7877883,3995665,ATM
3275658,2398483,ATM
1551817,3733467,HOSPITAL
243938,251375,ATM
293020,3296584,BANK
621577,978669,SUPERMARKET
6514137,1627112,SALON
1368030,2004257,SALON
5918806,7907747,SUPERMARKET
8557281,1682801,GYM
9507996,5187216,SCHOOL
1218220,938207,SUPERMARKET
639013,5868168,SUPERMARKET
8913085,6547815,MUSEUM
1434651,6986676,ZOO
4612435,2737685,LIBRARY
7199278,1259792,ZOO
8652175,893510,LIBRARY
3964603,9701733,SUPERMARKET
3013088,4633340,RESTAURANT
3269417,4552302,SUPERMARKET
2535088,9928693,SALON
9075566,7646054,PHARMACY
9815313,3551149,ATM
1416289,1098241,ATM
1927583,6110773,SUPERMARKET
5099916,532422,HOSPITAL
2879139,1314008,HOTEL
8840545,8020356,GYM
6669021,8798500,ATM
3730633,1936677,BANK
3241794,6758426,LIBRARY
1248433,6131927,SUPERMARKET
8472042,1101283,MUSEUM
1957192,1545225,GYM
3938197,6122357,SCHOOL
9168967,8154737,ATM
5361510,6604255,SALON
7697492,4632548,GYM
3015916,5068513,SALON
1793538,351981,PHARMACY
5631695,1575093,MUSEUM
4160439,1595437,SALON
4558735,1491207,GYM
4010839,483766,SCHOOL
553307,9327542,BANK
6650155,2116001,UNIVERSITY
7562412,4949270,ATM
6149399,7442009,HOSPITAL
1977338,2225043,SUPERMARKET
3487989,5579038,MUSEUM
5147237,1241910,PARK
3567697,1562350,PARK
6142066,9243163,PHARMACY
8446233,5107874,RESTAURANT
3987324,3977377,LIBRARY
6893529,7592490,ZOO
8247072,938920,GYM
3837616,1061101,SUPERMARKET
5634980,7881050,LIBRARY
1342963,6741900,LIBRARY
8441807,2456992,GYM
1394015,1370169,GYM
6161517,6342909,ATM
4077073,6750378,PHARMACY
288575,5074208,LIBRARY
212713,466715,PHARMACY
1031891,9062461,SALON
6518335,151839,ZOO
9385020,4388155,SCHOOL
5343595,8732160,MUSEUM
3629931,9310453,PARK
9697321,5704987,HOTEL
4808289,8855785,GYM
2660911,1869261,SUPERMARKET
431668,6782557,GYM
8332988,4856080,ATM
5241968,8624771,ZOO
310050,2378908,SCHOOL
3548798,5213030,HOSPITAL
2697071,8290429,HOSPITAL
6927320,40947,SALON
354920,9303320,SCHOOL
4399746,7884328,SALON
3045037,276320,PHARMACY
8204363,677489,PARK
2688663,8396796,GYM
5909766,2456320,HOSPITAL
362579,5842885,ATM
4374530,313841,HOSPITAL
6705672,3586613,UNIVERSITY
7281203,4634687,ZOO
8927068,5439470,HOSPITAL
4002455,8265121,UNIVERSITY
6093393,8486554,PARK
1295486,8470917,PHARMACY
9234853,3170342,ZOO
5700357,8630934,PHARMACY
6054744,2640588,MUSEUM
8550070,1538741,SALON
6722642,4687662,ZOO
239559,1935,LIBRARY
5906570,5752247,SCHOOL
1472184,9301001,SUPERMARKET
1900248,1893066,BANK
9955347,2360665,ATM
7741489,3866668,SALON
4774709,7854925,HOSPITAL
6774429,6762865,SALON
5801018,599642,ATM
4520683,1594530,ATM
866853,4755121,ZOO
7736642,1176344,MUSEUM
197926,7182258,SCHOOL
8624575,2161936,HOTEL
4951251,5130816,MUSEUM
4986506,9655970,RESTAURANT
7373943,2556293,PARK
6315986,709488,UNIVERSITY
6009229,128501,HOSPITAL
2101850,136046,ZOO
5166019,3627100,BANK
3039296,2177242,LIBRARY
6989422,2385781,HOTEL
4798568,8633349,PHARMACY
1991025,1975473,UNIVERSITY
4087565,3093059,HOTEL
8706641,7756511,UNIVERSITY
4694009,194663,HOTEL
8022585,3244690,GYM
1880514,4036954,BANK
5846876,1755591,RESTAURANT
7311180,2506489,GYM
2427715,4086373,BANK
1423901,6520454,HOSPITAL
887471,5610954,SALON
7841051,9073429,PHARMACY
2383074,688594,MUSEUM
474217,1773446,SALON
6746672,988099,PHARMACY
5693128,3165366,HOTEL
6610803,944839,PHARMACY
469620,1353133,SUPERMARKET
3649917,3191972,MUSEUM
369180,7820102,LIBRARY
7481439,2027805,HOTEL
850983,2954050,HOSPITAL
243061,6465256,ZOO
1227570,2714126,BANK
2872370,8248545,UNIVERSITY
2332216,3684857,ZOO
871915,6671661,GYM
7456636,5710018,PARK
7865950,4330037,PHARMACY
4137730,8451864,PARK
112112,85990,MUSEUM
3969508,2925230,SUPERMARKET
6147225,3497053,SCHOOL
3179518,6366897,BANK
8382916,2736694,BANK
2218395,4139145,SCHOOL
3927127,4484831,ZOO
2158675,9733503,BANK
8731361,7466209,UNIVERSITY
731639,6435933,ZOO
3320812,3935306,LIBRARY
3737360,219880,SCHOOL
7874475,7973348,MUSEUM
3794942,2233752,SALON
2815049,3592479,PARK
8492034,3223959,HOSPITAL
4671680,7420844,PHARMACY
486280,6121146,HOTEL
5879385,4542549,HOSPITAL
6082344,8930108,SALON
1415393,5946219,SALON
4073992,3539491,MUSEUM
2124032,8313343,LIBRARY
6988235,2294121,SALON
4505219,7343886,LIBRARY
3541364,8847233,HOSPITAL
908856,8735249,GYM
1980083,3288851,SUPERMARKET
9173628,8680659,BANK
2000963,867931,LIBRARY
9116112,4409545,UNIVERSITY
4727677,8735275,UNIVERSITY
1183957,1355392,SCHOOL
3960091,7767237,SALON
8637515,5121969,HOSPITAL
2556688,1082207,SUPERMARKET
9731504,7285431,PHARMACY
3806101,8799017,SCHOOL
468825,7312329,LIBRARY
2037430,6421368,ZOO
2282463,3003117,BANK
8078625,5648821,LIBRARY
3900669,9998793,SCHOOL
106831,8172889,RESTAURANT
5422729,4318082,MUSEUM
6188684,6770031,GYM
5195588,7100940,ZOO
8517416,2892058,ZOO
2498689,6827122,GYM
3868329,2751834,MUSEUM
4042918,2730770,HOSPITAL
966899,8939464,LIBRARY
7620910,2645041,RESTAURANT
4023060,6335308,SCHOOL
9765380,1340580,GYM
5295320,5080899,UNIVERSITY
3651864,8085788,UNIVERSITY
5080217,6623830,BANK
1310276,3321763,ATM
1788849,8225339,SUPERMARKET
5537310,9565076,SUPERMARKET
2952507,5526103,LIBRARY
9511444,560099,SUPERMARKET
9412571,8165582,ZOO
436793,4984750,HOSPITAL
3312090,3676581,SALON
2707778,3137721,UNIVERSITY
2721199,1091145,SALON
565236,9047949,SUPERMARKET
2665717,6898017,ATM
3674046,1221276,MUSEUM
5983255,3820033,RESTAURANT
6683635,5785945,UNIVERSITY
6136341,1320799,SALON
5358772,1012848,SUPERMARKET
1900358,959958,PARK
2487973,4387920,SUPERMARKET
4166994,8987702,SCHOOL
845904,8759654,GYM
4424201,6359373,LIBRARY
648976,347010,ATM
4893431,556658,ZOO
4751511,9535240,SUPERMARKET
9283265,7174352,LIBRARY
8194495,8118818,RESTAURANT
9214794,2268508,MUSEUM
7277159,2194009,HOTEL
4211321,2357387,BANK
2325330,1755264,RESTAURANT
3031535,3745002,SALON
5588628,4491297,MUSEUM
6631196,2229356,ZOO
6059947,2320795,HOSPITAL
8523890,9872977,ATM
9051943,8702671,UNIVERSITY
169672,3436991,MUSEUM
2864313,1030364,UNIVERSITY
6688363,8859692,UNIVERSITY
5952444,6501504,MUSEUM
1964487,3735532,ZOO
9322858,3212005,ATM
6912068,3212879,PARK
7073535,8772005,PHARMACY
8198948,8546903,SUPERMARKET
9230266,3662735,UNIVERSITY
1019423,9745588,PARK
327371,3948489,PARK
4938721,99035,PARK
86106,9357563,SCHOOL
5675356,9711882,HOSPITAL
9358056,4087032,ZOO
9607118,5617258,BANK
2280839,9888328,SCHOOL
7954751,4460765,RESTAURANT
7018856,8092483,MUSEUM
4802558,3154381,MUSEUM
4513003,3779320,GYM
5576430,8148072,GYM
994793,3733612,HOTEL
1205500,537324,PARK
8653989,5541620,BANK
5075225,9015183,MUSEUM
3354008,6744214,PHARMACY
1664418,9845174,ZOO
6204821,9643489,MUSEUM
4691429,6249889,ZOO
7748954,2855583,LIBRARY
7527352,4221810,ZOO
3399925,3623063,SUPERMARKET
3085747,5609942,RESTAURANT
1351059,6712901,BANK
8996291,3709585,MUSEUM
783082,8617640,BANK
925710,1641731,BANK
3773999,1505090,GYM
1666996,301867,ATM
9015933,4806168,HOTEL
4395027,1032180,SALON
201825,5061796,BANK
7961826,3872803,SUPERMARKET
8419631,4532031,HOSPITAL
2624645,2722398,ZOO
3084174,7812277,PHARMACY
4780719,8838638,SCHOOL
7048368,4763846,GYM
9143929,9087736,SUPERMARKET
3456721,2338571,ATM
2409021,8832252,SALON
8385848,6356547,LIBRARY
113312,6321841,LIBRARY
5384480,7213750,ZOO
6613460,6742712,LIBRARY
641526,668794,LIBRARY
7648958,5600260,SCHOOL
9302676,8295948,SCHOOL
6805978,363315,SCHOOL
1120558,8603961,SALON
6759215,515823,ZOO
9130703,8244250,MUSEUM
544758,4119270,PHARMACY
5580007,1818328,SCHOOL
7649561,1480459,BANK
7414014,1143346,MUSEUM
4024395,3239452,SALON
9876425,2131410,MUSEUM
7135418,8493758,PARK
8089350,9319059,HOSPITAL
3795412,477430,LIBRARY
1316366,43659,BANK
7953110,7683860,SUPERMARKET
1505348,5880385,PHARMACY
2119785,3151248,PHARMACY
3890071,2936487,SCHOOL
5973061,4801076,LIBRARY
5508213,5741035,HOSPITAL
2403286,7519305,SUPERMARKET
8175527,3213707,MUSEUM
5554975,1938934,ATM
695996,1962491,LIBRARY
4886043,2263465,GYM
4082868,1253883,RESTAURANT
8111630,3795481,SCHOOL
823754,1891526,SALON
6345165,200164,PHARMACY
9483873,5751257,GYM
6329398,1745946,ZOO
7616801,1065688,SALON
945296,1212932,SCHOOL
1266064,4053630,HOSPITAL
8298315,7519273,PARK
3188858,383970,HOSPITAL
2558902,8831404,SCHOOL
338205,841536,SALON
9936696,5090365,PHARMACY
3031757,9893323,SALON
4475007,2555006,ATM
6349486,6151687,HOTEL
8949871,9040975,HOSPITAL
3053303,6237656,PARK
3945333,1009190,LIBRARY
1605421,6367124,HOSPITAL
5745754,5527852,HOTEL
4662013,4037634,HOTEL
5606892,9726328,BANK
3476704,7913816,HOTEL
6226277,7073899,PARK
6199927,9181915,UNIVERSITY
9101980,7372221,SUPERMARKET
9181847,9340405,GYM
7804718,7109638,SALON
4274065,6546853,ZOO
5743204,5021077,HOTEL
1900940,1356765,LIBRARY
136914,2157710,SALON
1022900,1909111,MUSEUM
233252,4885628,PHARMACY
5291985,809740,BANK
6508381,5850110,PARK
8887754,4348180,HOSPITAL
5761214,3212791,ATM
8747498,6621163,HOSPITAL
9116886,1475257,PARK
6229671,217298,MUSEUM
2551474,8323408,SCHOOL
7403395,2371915,ATM
6659693,5183895,RESTAURANT
4401931,3671852,PHARMACY
3804891,1089029,BANK
4934852,6654083,LIBRARY
1318858,9351970,BANK
1835468,1800813,RESTAURANT
8314322,3866952,LIBRARY
7549128,421040,PARK
4111867,2171111,MUSEUM
3418778,1099650,HOSPITAL
6644838,7205416,HOSPITAL
5772853,9757583,GYM
2783233,120688,SUPERMARKET
1691106,1573858,PARK
4234173,7271126,SUPERMARKET
8946413,35713,SCHOOL
4113792,9509974,ATM
335964,8514469,RESTAURANT
4650515,9235466,PHARMACY
7561835,341539,ZOO
2428809,2335994,BANK
7605545,397350,PHARMACY
5121302,8689548,RESTAURANT
3759409,4731791,ATM
4942094,249692,RESTAURANT
1425053,768478,PARK
6963298,1236311,HOSPITAL
